5 ,49.4, 0.0
11 ,45.7, 0.0
17 ,44.2, 0.0
23 ,44.4, 0.0
29 ,44.4, 0.0
35 ,44.6, 0.0
41 ,44.5, 0.0
47 ,47.8, 0.0
53 ,52.3, 0.0
59 ,55.6, 0.0
65 ,57.5, 0.0
70 ,59.8, 0.0
76 ,59.1, 0.0
81 ,55.5, 0.0
87 ,51.6, 0.0
92 ,48.8, 0.0
97 ,46.3, 0.0
103 ,43.6, 0.0
108 ,41.6, 0.0
113 ,39.7, 0.0
119 ,40.2, 0.0
125 ,40.2, 0.0
131 ,40.2, 0.0
137 ,40.1, 0.0
143 ,40.2, 0.0
150 ,41.3, 0.0
156 ,42.8, 0.0
162 ,44.1, 0.0
167 ,45.7, 0.0
173 ,46.7, 0.0
179 ,47.9, 0.0
185 ,48.9, 0.0
190 ,47.8, 0.0
196 ,46.3, 0.0
201 ,45.2, 0.0
206 ,44.1, 0.0
212 ,42.8, 0.0
217 ,41.6, 0.0
224 ,40.5, 0.0
229 ,39.6, 0.0
235 ,39.6, 0.0
241 ,39.6, 0.0
247 ,39.7, 0.0
253 ,39.7, 0.0
259 ,40.7, 0.0
265 ,41.5, 0.0
271 ,42.3, 0.0
276 ,43.3, 0.0
282 ,43.9, 0.0
288 ,44.8, 0.0
294 ,45.5, 0.0
300 ,44.6, 0.0
305 ,43.9, 0.0
311 ,43.1, 0.0
316 ,42.3, 0.0
321 ,41.7, 0.0
327 ,40.9, 0.0
332 ,41.8, 0.0
338 ,41.8, 0.0
344 ,41.7, 0.0
351 ,41.7, 0.0
356 ,41.7, 0.0
362 ,41.6, 0.0
368 ,41.6, 0.0
374 ,42.1, 0.0
380 ,42.6, 0.0
387 ,43.1, 0.0
392 ,43.7, 0.0
399 ,43.9, 0.0
404 ,43.4, 0.0
409 ,42.8, 0.0
415 ,42.2, 0.0
420 ,41.7, 0.0
426 ,41.1, 0.0
431 ,40.6, 0.0
436 ,41.2, 0.0
442 ,41.7, 0.0
448 ,42.2, 0.0
453 ,42.7, 0.0
459 ,42.9, 0.0
465 ,42.9, 0.0
472 ,42.8, 0.0
478 ,42.8, 0.0
485 ,42.7, 0.0
491 ,42.9, 0.0
496 ,43.5, 0.0
502 ,43.9, 0.0
508 ,44.2, 0.0
513 ,43.8, 0.0
518 ,43.4, 0.0
524 ,42.9, 0.0
529 ,42.5, 0.0
534 ,42.1, 0.0
540 ,41.6, 0.0
545 ,41.7, 0.0
551 ,42.1, 0.0
556 ,42.4, 0.0
562 ,42.8, 0.0
568 ,42.7, 0.0
574 ,42.7, 0.0
580 ,42.7, 0.0
587 ,42.7, 0.0
593 ,42.6, 0.0
599 ,42.6, 0.0
606 ,42.7, 0.0
612 ,43.0, 0.0
618 ,42.6, 0.0
624 ,42.2, 0.0
629 ,41.9, 0.0
634 ,41.6, 0.0
640 ,41.2, 0.0
645 ,40.9, 0.0
650 ,40.5, 0.0
656 ,40.9, 0.0
661 ,41.3, 0.0
667 ,41.6, 0.0
673 ,42.0, 0.0
679 ,42.3, 0.0
685 ,42.4, 0.0
691 ,42.4, 0.0
697 ,42.4, 0.0
703 ,42.3, 0.0
709 ,42.3, 0.0
715 ,42.1, 0.0
723 ,41.7, 0.0
728 ,41.4, 0.0
734 ,41.1, 0.0
739 ,40.8, 0.0
745 ,40.5, 0.0
750 ,40.2, 0.0
755 ,39.9, 0.0
761 ,40.2, 0.0
767 ,40.5, 0.0
772 ,40.9, 0.0
778 ,41.2, 0.0
785 ,41.5, 0.0
791 ,41.7, 0.0
797 ,42.0, 0.0
803 ,42.3, 0.0
808 ,42.6, 0.0
814 ,42.7, 0.0
820 ,42.7, 0.0
827 ,42.7, 0.0
833 ,42.6, 0.0
839 ,42.3, 0.0
844 ,42.0, 0.0
850 ,41.7, 0.0
856 ,41.4, 0.0
861 ,41.2, 0.0
867 ,41.1, 0.0
873 ,41.1, 0.0
879 ,41.1, 0.0
885 ,41.1, 0.0
891 ,41.1, 0.0
896 ,41.2, 0.0
902 ,41.2, 0.0
